Ruta Relativa,Nombre Archivo,Extensión,Tamaño (bytes),Categoría,Fecha Modificación,Ruta Absoluta
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/SN_3291000012688128.pdf,SN_3291000012688128.pdf,.pdf,54738,documento,2026-01-02T02:58:30,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/SN_3291000012688128.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/invoice.pdf,invoice.pdf,.pdf,411423,documento,2025-11-25T02:28:44,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/SUMINISTROS/invoice.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/TRANSPORTE/VJ5GPLTFTKM50244.pdf,VJ5GPLTFTKM50244.pdf,.pdf,8347,documento,2025-10-24T02:48:06,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/TRANSPORTE/VJ5GPLTFTKM50244.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/TRANSPORTE/VJTLVPX73H4Y7930.pdf,VJTLVPX73H4Y7930.pdf,.pdf,8337,documento,2025-11-03T01:28:38,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/TRANSPORTE/VJTLVPX73H4Y7930.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/TRANSPORTE/VJXCFZZJ3WNC7931.pdf,VJXCFZZJ3WNC7931.pdf,.pdf,8326,documento,2025-11-03T01:29:42,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/TRANSPORTE/VJXCFZZJ3WNC7931.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/TRANSPORTE/parking mercartes.pdf,parking mercartes.pdf,.pdf,158334,documento,2026-01-02T13:35:56,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/TRANSPORTE/parking mercartes.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/TRANSPORTE/parking reunikn ministerio.pdf,parking reunikn ministerio.pdf,.pdf,176159,documento,2026-01-02T13:36:38,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/TRANSPORTE/parking reunikn ministerio.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/TRANSPORTE/peajes mercartes.pdf,peajes mercartes.pdf,.pdf,321154,documento,2026-01-02T13:35:33,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/4TR2025/TRANSPORTE/peajes mercartes.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/INGRESOS/.DS_Store,.DS_Store,,6148,otro,2026-07-25T13:23:51.013198,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/INGRESOS/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/INGRESOS/01_di_art_engira.pdf,01_di_art_engira.pdf,.pdf,172962,documento,2026-01-07T16:58:29.792962,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/INGRESOS/01_di_art_engira.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/INGRESOS/engira_09_la_pera_del_olmo.pdf,engira_09_la_pera_del_olmo.pdf,.pdf,183096,documento,2026-02-03T17:20:07.820921,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/INGRESOS/engira_09_la_pera_del_olmo.pdf
08_JUSTIFICACION_ECONOMICA/INSTRUCCIONES_JUSTIFICACION/ZjRmNTkyZmM5OWRjZmNmMTg5MzU0NDE2MDYyNzM5ZjM3NDI2MjljM2QwNDNhMDAyOWU0NWIyOGZmZDdiYWQ3OA==.pdf,ZjRmNTkyZmM5OWRjZmNmMTg5MzU0NDE2MDYyNzM5ZjM3NDI2MjljM2QwNDNhMDAyOWU0NWIyOGZmZDdiYWQ3OA==.pdf,.pdf,116557,documento,2026-07-24T13:02:40.092499,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/INSTRUCCIONES_JUSTIFICACION/ZjRmNTkyZmM5OWRjZmNmMTg5MzU0NDE2MDYyNzM5ZjM3NDI2MjljM2QwNDNhMDAyOWU0NWIyOGZmZDdiYWQ3OA==.pdf
08_JUSTIFICACION_ECONOMICA/INSTRUCCIONES_JUSTIFICACION/instrucciones-para-la-justificaci-n-innovaci-n-2025.pdf,instrucciones-para-la-justificaci-n-innovaci-n-2025.pdf,.pdf,411390,documento,2026-07-24T13:05:28.054427,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/INSTRUCCIONES_JUSTIFICACION/instrucciones-para-la-justificaci-n-innovaci-n-2025.pdf
08_JUSTIFICACION_ECONOMICA/INSTRUCCIONES_JUSTIFICACION/manual-para-la-justificaci-n.pdf,manual-para-la-justificaci-n.pdf,.pdf,1159675,documento,2026-07-24T13:05:14.063596,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/INSTRUCCIONES_JUSTIFICACION/manual-para-la-justificaci-n.pdf
08_JUSTIFICACION_ECONOMICA/JUSTIFICANTES DE PAGO/.DS_Store,.DS_Store,,6148,otro,2026-05-12T16:53:21.115827,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/JUSTIFICANTES DE PAGO/.DS_Store
08_JUSTIFICACION_ECONOMICA/JUSTIFICANTES DE PAGO/72121899-f19f-4963-bce2-a525b5ac25be.pdf,72121899-f19f-4963-bce2-a525b5ac25be.pdf,.pdf,52500,documento,2025-12-13T21:15:07.308713,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/JUSTIFICANTES DE PAGO/72121899-f19f-4963-bce2-a525b5ac25be.pdf
08_JUSTIFICACION_ECONOMICA/JUSTIFICANTES DE PAGO/Justificante pago Darlene.pdf,Justificante pago Darlene.pdf,.pdf,51580,documento,2025-11-25T13:05:06.055372,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/JUSTIFICANTES DE PAGO/Justificante pago Darlene.pdf
08_JUSTIFICACION_ECONOMICA/JUSTIFICANTES DE PAGO/Justificante_nómina_carles_septiembre.pdf,Justificante_nómina_carles_septiembre.pdf,.pdf,52276,documento,2025-09-29T12:13:41.560165,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/JUSTIFICANTES DE PAGO/Justificante_nómina_carles_septiembre.pdf
08_JUSTIFICACION_ECONOMICA/JUSTIFICANTES DE PAGO/Justificante_operacion_031120250065659.pdf,Justificante_operacion_031120250065659.pdf,.pdf,52498,documento,2025-11-01T10:39:00.979887,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/JUSTIFICANTES DE PAGO/Justificante_operacion_031120250065659.pdf
08_JUSTIFICACION_ECONOMICA/JUSTIFICANTES DE PAGO/Justificante_operacion_151220250002633.pdf,Justificante_operacion_151220250002633.pdf,.pdf,50396,documento,2025-12-13T21:22:18.564729,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/JUSTIFICANTES DE PAGO/Justificante_operacion_151220250002633.pdf
08_JUSTIFICACION_ECONOMICA/JUSTIFICANTES DE PAGO/Justificante_operacion_161220250060976.pdf,Justificante_operacion_161220250060976.pdf,.pdf,51375,documento,2025-12-16T10:27:00.853910,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/JUSTIFICANTES DE PAGO/Justificante_operacion_161220250060976.pdf
